ref,from,to,opening-hours,via,intermediates,exceptions,duration,frequency,intermediate-durations
270,Kaneshie,Camara,Mo-Sa 05:00-10:00,,Kaneshie;Zongo Junction;Pipeier Naa;Black Smith;Radio Gold;Salvation Army;Summerhut;Downright;Clinic;Akoshi Junction Mamprobi;IBE (Camara);Nku Kpotoi;Camara Junction;Mangoase;Bank;Camara (Station),,21.0,10.0,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0
269,Bubuashie,Kaneshie,Mo-Sa 05:00-10:00,,Bubuashie;Obeyeyie;Cemetry;Ola Balm;Cottage;Bishop;Mighty Power;Ekutu Junction;Kaneshie Market bus stop,,9,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0
269,Kaneshie,Bubuashie,Mo-Sa 05:00-10:00,,Kaneshie Market Station;Bazaza;Cottage;Ola Balm;Cemetry;Bubuashie,,13.0,10,0.0;2.0;4.0;6.0;8.0;10.0
267,Appiah Danquah/ Soko,Kaneshie,Mo-Sa 05:00-10:00,,Appiah Danquah/Soko;Second;Soko Junction;Container;Curve;Bridge;Adonteng;Pentecost;School Junction;Lotto Kiosk;Radio Gold;Black Smith;Pipeier Naa;Kasoa Station;Zongo Junction;Asoredan ho;Dansoman Junction;Kaneshie,,26.0,7.0,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0
267,Kaneshie,Appiah Danquah/ Soko,Mo-Sa 05:00-10:00,,Kaneshie;Zongo Junction;Junction;First Junction;Printing Press;Transformer;Lotto Kiosk;Video City;School Junction;Pentecost;Adonteng;Toilets;Bridge;Curve;Container;Soko Junction;Second;Masalaachi;Appiah Danquah/Soko,,44.0,7.0,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0
266,Afropa,Kaneshie,Mo-Sa 05:00-10:00,,Afropa;Wireless;Washingbay;Awony3;Awonye;St. Johns;School Junction;Tsofi;Cocoa Clinic;Kaneshie Last Stop;Kaneshie Market Station,,18.0,10.0,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0
266,Kaneshie,Afropa,Mo-Sa 05:00-10:00,,Kaneshie Market Station;Kaneshie Market bus stop;Cocoa Clinic;First junction;Five Five;Presby junction;A.M.A;Council;Tsofi;Sakora;Mangoase;Been to;St. Johns;Awonye;Good Shepherd;Peps;Station;Paradise;Wireless;Demod;Afropa,,26.0,10.0,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0
265,Sukura,Kaneshie,Mo-Sa 05:00-10:00,,Sukura;Zongo Junction;Asoredan ho;Kaneshie,,15.0,10,0.0;4.0;8.0;12.0
265,Kaneshie,Sukura,Mo-Sa 05:00-10:00,,Kaneshie;Zongo Junction;Club Corner;Great Lamptey;Flamingo;Banku Junction;Borla Junction;Sukura,,17.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0
243,Santa Maria,Dansoman,Mo-Sa 05:00-10:00,,Santa Maria;Drug store;Video Junction;Family Friend;Awoshie;Water Works;Total;Mallam Market;Sakaman;Tantua School;Sakaman Taxi Rank;Dela;Thirteen;Ave Maria;Oxygen (o2);St. Martin Depores;Dansoman Roundabout;King Solomon;Mama's Inn;Beecham;Sahara;Emmanuel Presby;Dansoman Control;Dansoman Police Station;Dansoman Market;Exhibition (Dansoman);Seven Great;Kofi ne Ama;Dansoman Last Stop,,37.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0
243,Dansoman,Santa Maria,Mo-Sa 05:00-10:00,,Dansoman Last Stop;Kofi ne Ama;Seven Great;Exhibition (Dansoman);Dansoman Market;Dansoman Police Station;Dansoman Control;Emmanuel Presby;Sahara;Beecham;Mama's Inn;Dansoman Roundabout;St. Martin Depores;Oxygen (o2);Ave Maria;Thirteen;Dela;Mallam Market;Water Works;Vineyard;Been To;Kwashieman;Kwashieman Junction;Christ Mission;Jah Love;Santa Maria Blue Kiosk;Family Friend;Drug Store;Santa Maria,,48.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0;54.0;56.0
254,Circle,Dzorwulu,Mo-Sa 05:00-10:00,,Circle;Circle Post Office;Sadisco;Fidelity;Asantewaa;Mallam Atta;Nima Junction;College;Ghana Commercial Bank;Newtown Total;Accra New Town (37 Station);Agbadinar;Master Chef;Five Five;Nkansah Gyan;Taxi Rank;Kotobabi Police Station;Vulcanizer;Abavana;Club 1000;Top Class;Pig Farm;Roman Ridge;Ebony;Dzorwulu Junction;Bayere Junction;Special Ice;Presby;Dzorwolu,,54.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0;54.0;56.0
254,Dzorwulu,Circle,Mo-Sa 05:00-10:00,,Dzorwolu;Special Ice;Last Chance;Bayere Junction;Vulcanizer;Sea Theatre;Dzorwulu Junction;Ebony;Asore Junction;Pig Farm Station;Kotobabi Down;Top Class;Club 1000;Abavana;Kotobabi Police Station;Taxi Rank;Nkansah Gyan;Five five;Master Chef;Agbadinar;Lapaz Station;College;New Town;Nima Junction;Mallam Atta;Asantewaa;Fidelity;Express;Quarters;City Lights;Circle,,41.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0;29.0;30.0
255,Circle,East Legon,Mo-Sa 05:00-10:00,,Circle;Mami Dokuno;Equip;Paloma;Kanda;Mobil;GBC First;GBC Second;Sankara;Flagstaff House;37 Water Works;37 Hospital;License Office;Opeibea First;Opeibea Second;Airport First;Airport Second;Shangrila;Spanner;Shiashie;Block Factory;Puplampu;Mensvic;Banku Junction;Bawaleshie Traffic Light;Bawaleshie First;Bawaleshie Second;Beduwa;MTN;Bridge;East Legon,,71.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0;54.0;56.0;58.0;60.0
255,East Legon,Circle,Mo-Sa 05:00-10:00,,East Legon;Bridge;Bawaleshie Acheampong;Beduwa;Banku Junction;Mensvic;Emmanuel Eye Clinic;Shiashie;Spanner;Shangrila;Airport First;Airport Second;Opeibea First;Opeibea Second;37;37 Hospital;37 Water Works;Flagstaff House;Sankara;GBC;Mobil;Paloma;Equip;Circle Overhead,,55.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0
262,Accra Bishop,Glefe,Mo-Sa 05:00-10:00,,Accra Bishop;Post Office;Korle er naa;Korle beach resort;White House;Galilee;Hotel Junction;Wolarm;Tea Gadern;Extra O;Anna Larbi;Aayalolo;USA;Lotto House;205;Agege;Zone 6;Karikari;Agege Last Stop;Atomic;Curve;Agege Commando;Assemblies;Adofo Aman;Junction;Yellow House;Glefe Station Last Stop,,53.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0
262,Glefe,Accra Bishop,Mo-Sa 05:00-10:00,,Glefe Station;Assemblies;Curve;Atomic;Last stop;Agege Last Stop;Karikari;Zone 6;Agege;205;Lotto House;Bamboi;Methodist;Junction;Abodwe;Rainbow;Mamprobi Post Office;Plaza;Electricity;Awotsɛ Kojo;New Station;Total;Korle Bu;Korle-Bu Barber;Fire Service;Lighthouse;One Way;Ussher Fort;Salaga Market;Salaga Junction;Accra Bishop,,67.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0;54.0;56.0;58.0;60.0
176,Circle,Bubiashie Control (Old Station ),Mo-Sa 05:00-10:00,,Circle;Circle Neoplan Station;Times;Azumah Nelson Complex;Bongo bar;Roundabout;Cocoa Clinic;Bazaza;Bishop;Cottage;Ola Balm;Cemetry;Bubuashie,,26.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0
176,Bubiashie Control (Old Station ),Circle,Mo-Sa 05:00-10:00,,Atico;Bubuashie Control (Old Station );Fita;Datus;Vulcanizer;Factory;Pharmacy;Bubiashie Ayigbe Town;Ayigbe town;Awonye;St. Johns;Swanlake Last Stop;Swanlake;Grade 4;Light House;Railway;New Melcom;M-Plaza;Electricity Junction;Aveno;Traffic Light;Circle Asoredanho;Vodafone;Circle,,31.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0
177,Circle,Bubiashie-Atico,Mo-Sa 05:00-10:00,,Circle;Circle Neoplan Station;Times;Azumah Nelson Complex;Bongo bar;Roundabout;Cocoa Clinic;Bazaza;Bishop;Cottage;Ola Balm;Cemetry;Bubuashie Control (Old Station );Fita;Datus;Vulcanizer;Factory;Atico,,26.0,10.0,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0
177,Bubiashie-Atico,Circle,Mo-Sa 05:00-10:00,,Atico;Pharmacy;Bubuashie Control (Old Station );Fita;Bubiashie Ayigbe Town;Ayigbe town;Awonye;St. Johns;Swanlake Last Stop;Swanlake;Grade 4;Light House;Old Melcom;Railway;New Melcom;M-Plaza;Electricity Junction;Aveno;Traffic Light;Circle Asoredanho;Ashongman;Vodafone;Circle,,23,10.0,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0
221,Madina,Circle Overhead,Mo-Sa 05:00-10:00,,Madina;Madina Zongo Junction;Masalaachi;Fire Stone;Atomic First;Atomic Second;Presec;UPS;Power House;Legon First;Legon Second;Okponglo;Legon Second Gate;Shiashie;Spanner;Shangrila;Airport First;Airport Second;Opeibea First;Opeibea Second;37;37 Hospital;37 Water Works;Flagstaff House;Sankara;GBC;Mobil;Nima Junction;Paloma;Equip;Circle Overhead;Circle,,80.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0;54.0;56.0;58.0;60.0;62.0
221,Circle Overhead,Madina,Mo-Sa 05:00-10:00,,Circle;Mami Dokuno;Equip;Paloma;Multi Choice;Kanda;Mobil;GBC First;GBC Second;Sankara;Flagstaff House;37 Hospital;License Office;Opeibea First;Opeibea Second;Airport First;Airport Second;Shangrila;Spanner;Shiashie;Okponglo;Legon First;Legon Second;UPS;Presec;Atomic First;Atomic Second;Fire Stone;Madina Zongo Junction;Madina,,80.0,10,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0;27.0;30.0;33.0;36.0;39.0;42.0;45.0;48.0;51.0;54.0;57.0;60.0;63.0;66.0;69.0;72.0;75.0;78.0;81.0;84.0;87.0
240,Nyamekye,Dansoman,Mo-Sa 05:00-10:00,,Nyamekye;Mampong;Fadama Junction;Alafia;Circle Station;Quarters;Kokompe;Darkuman Junction;Dansoman Junction;Dansoman Asoredanho;Asoredanho Curve;Wesley Grammar;Akukofoto;Abomatte;Dansoman Polyclinic;Dansoman First Stop;Dansoman Roundabout;King Solomon;Mama's Inn;Beecham;Sahara;Emmanuel Presby;Dansoman Control;Dansoman Police Station;Dansoman Market;Exhibition (Dansoman);Seven Great;Kofi ne Ama;Dansoman Last Stop,,42.0,10.0,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0
240,Dansoman,Nyamekye,Mo-Sa 05:00-10:00,,Dansoman Last Stop;Kofi ne Ama;Seven Great;Exhibition (Dansoman);Dansoman Market;Dansoman Police Station;Dansoman Control;Emmanuel Presby;Sahara;Beecham;Mama's Inn;Dansoman Roundabout;MTN;Dansoman First Stop;Dansoman Polyclinic;Abomatte;Akukofoto;Wesley Grammar;Asoredanho Curve;Dansoman Asoredanho;Hansonic;Darkuman Junction;Kokompe;Masalatsi;Quarters;Darkuman Station;Circle Station;Alafia;Bombay;Fadama Junction;Mampong;Nyamekye,,41.0,10.0,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0;29.0;30.0;31.0
222,Nima mamobi,Circle Overhead,Mo-Sa 05:00-10:00,,Nima Overhead;Frankies Hotel Junction;Nima Roundabout;Nima School Junction;Nima Police Station;Nima Junction;Paloma;Equip;Circle,,40.0,10.0,0.0;4.0;8.0;12.0;16.0;20.0;24.0;28.0;32.0
222,Circle Overhead,Nima mamobi,Mo-Sa 05:00-10:00,,Circle;Mami Dokuno;Equip;Multi Choice;Kanda;Nima Police Station;Nima Roundabout;Gutter;Mawarko;Maamobi;Mamobi Market;Nima Overhead,,32.0,10.0,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0;27.0;30.0;33.0
225,Fan-Milk,Accra CMB,Mo-Sa 05:00-10:00,,Fan-Milk;White House;Hotel Junction;Ice water junction;VRA Junction;Aba ase;Blue Kiosk;Second Yellow;First Yellow;Fan milk junction;Bridge;Awoshie Junction;Anyaa Market (Awoshie);Awoshie Last stop;Awoshie;Mallam;Awoshie Vineyard;Water Works;Mallam Market;Sakaman;Busia Junction;Cold Store;Odorkor;Darkuman Junction;Dansoman Junction;Atico;Mataheko Quarters;Accra Academy;First Light;Kaneshie;Kaneshie First Bridge;Kaneshie Foot Bridge;Kaneshie Second Bridge;Pamprom;Kaneshie Roundabout;Cold store;Graphic;First Gate;Maingate;Accra CMB,,78.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0;54.0;56.0;58.0;60.0;62.0;64.0;66.0;68.0;70.0;72.0;74.0;76.0;78.0
225,Accra CMB,Fan-Milk,Mo-Sa 05:00-10:00,,Accra CMB;Graphic junction;Graphic;Fata;Mtn office / Kaneshie Roundabout;Pamprom;Kaneshie Market;Kaneshie Foot Bridge;Mallam Station;First Light;Accra Academy;Mataheko Quarters;Goil;Dansoman Junction;Darkuman junction;Glory Land junction;Waterworks junction;Odorkor;Awoshie Vineyard;Awoshie Amangoase;Abrantie;Awoshie Onyinase;Awoshie Last stop;Anyaa Market (Awoshie);Anyaa School Junction;NIC;Fanmilk Junction;Second Yellow;Aba ase;Azorka Junction;Junction;Fan-Milk,,78.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0;54.0;56.0;58.0;60.0;62.0
235,Achimota,Dansoman,Mo-Sa 05:00-10:00,,Achimota Old Station;Akweteyman;Fly Top;Lapaz Market;Bambolino;Nii Boi Town Junction;Abeka Lapaz;Las Palmas;Abrantie;Nyamekye Junction;Kata;Hong Kong;Kwashieman Junction;Been To;Vineyard;Awoshie Vineyard;Water Works;Mallam Market;Tantua School;Sakaman Taxi Rank;Dela;Thirteen;Ave Maria;Oxygen (o2);St. Martin Depores;Dansoman Roundabout;King Solomon;Mama's Inn;Beecham;Sahara;Emmanuel Presby;Dansoman Control;Dansoman Police Station;Dansoman Market;Exhibition (Dansoman),,46.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0;29.0;30.0;31.0;32.0;33.0;34.0
235,Dansoman,Achimota,Mo-Sa 05:00-10:00,,Exhibition (Dansoman);Dansoman Market;Dansoman Police Station;Dansoman Control;Emmanuel Presby;Sahara;Beecham;Mama's Inn;Dansoman Roundabout;St. Martin Depores;Oxygen (o2);Ave Maria;Thirteen;Dela;Sakaman;Mallam Market;Water Works;Vineyard;Awoshie;Been To;Kwashieman;Hong Kong;Nyamekye;Abrantie;Abeka Lapaz;Bambolino;Lapaz Market;Fly top;Suzzy's Inn;Akweteyman;Achimota Overhead;Achimota Old Station,,65.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0;54.0;56.0;58.0;60.0;62.0
238,Circle,Dansoman,Mo-Sa 05:00-10:00,,Circle;Circle Neoplan Station;Awudome Cemetery;Times;Transport;School Junction;Accra Wesley Girls School Junction;Social Welfare;Kaneshie Market junction;First Light;Accra Academy;Mataheko Quarters;Goil;Dansoman Junction;Darkuman Junction;Hansonic Taxi Rank;Dansoman Asoredanho;Asoredanho Curve;Wesley Grammar;Akukofoto;Abomatte;Dansoman Polyclinic;Zodiac;Dansoman Roundabout;King Solomon;Mama's Inn;Beecham;Sahara;Emmanuel Presby;Dansoman Control;Dansoman Police Station;Dansoman Market;Exhibition (Dansoman);Seven Great;Kofi ne Ama;Dansoman Last Stop,,62.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0;54.0;56.0;58.0;60.0;62.0;64.0;66.0;68.0;70.0
238,Dansoman,Circle,Mo-Sa 05:00-10:00,,Dansoman Last Stop;Kofi ne Ama;Seven Great;Exhibition (Dansoman);Dansoman Market;Dansoman Police Station;Dansoman Control;Emmanuel Presby;Sahara;Beecham;Mama's Inn;Dansoman Roundabout;MTN;Dansoman First Stop;Dansoman Polyclinic;Abomatte;Akukofoto;Wesley Grammar;Asoredanho Curve;Dansoman Asoredanho;Hansonic;Atico;Mataheko Quarters;Accra Academy;First Light;Kaneshie;Kaneshie First Bridge;Kaneshie Foot Bridge;Kaneshie Second Bridge;Pamprom;Roundabout;State Transport;Neoplan;Circle Last Stop;Circle,,74.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0;54.0;56.0;58.0;60.0;62.0;64.0;66.0;68.0
241,Bawaleshie,Circle Overhead,Mo-Sa 05:00-10:00,,Bawaleshi Second;Mensvic;Emmanuel Eye Clinic;Shiashie;Spanner;Shangrila;Airport First;Airport Second;Opeibea First;Opeibea Second;37;37 Hospital;37 Water Works;Flagstaff House;Sankara;GBC;Mobil;Nima Junction;Paloma;Equip;Circle Overhead,,62.0,10,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0;27.0;30.0;33.0;36.0;39.0;42.0;45.0;48.0;51.0;54.0;57.0;60.0
241,Circle Overhead,Bawaleshie,Mo-Sa 05:00-10:00,,Circle;Mami Dokuno;Equip;Paloma;Multi Choice;Kanda;Mobil;GBC First;GBC Second;Sankara;Flagstaff House;37 Water Works;37 Hospital;License Office;Opeibea First;Opeibea Second;Airport First;Airport Second;Shangrila;Spanner;Block Factory;Shiashie;Puplampu;Mensvic;Banku Junction;Bawaleshie Traffic Light;Bawaleshie First,,36.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0
251,Accra Post - Office,Darkuman,Mo-Sa 05:00-10:00,,Accra Post Office;UTC;Accra Royal;Mortuary;Ayigbe Town;Total;Kaneshie;Accra Wesley Girls School Junction;Bazaza;Bishop;Cottage;Ola Balm;Cemetry;Bubuashie;Datus;Vulcanizer;Factory;Mangoase;Masalatsi;Quarters;Darkuman,,37.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0
251,Darkuman,Accra Post - Office,Mo-Sa 05:00-10:00,,Darkuman;Quarters;Masalatsi;Post Office;Atico;Datus;Pharmacy;Bubuashie;Obeyeyie;Cemetry;Mother's Inn;Roundabout;Awudome;State Transport;Roundabout;Abossey Okai;Total;Ayigbe Town;Mortuary;Junction;Boxing Arena;UTC;UTC;Agbado;Akoto Lante;One Way;Ussher Fort;Salaga Market;Salaga Junction;Accra Post Office,,47.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0;54.0;56.0;58.0
306,Darkuman,Korle Bu,Mo-Sa 05:00-10:00,,Darkuman;Quarters;Mangoase;Asoredanho;Wireless;Washingbay;Awony3;Awonye;St. Johns;School Junction;Presby;Mother's Inn;Roundabout;Awudome;State Transport;STC;Rana Motors;Cold store;Graphic;First Gate;Kingsway;Railways;Kingsway;Accra UTC;UTC;Korle-Bu Barber;Total;New Station;Korle Bu,,83.0,10,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0;27.0;30.0;33.0;36.0;39.0;42.0;45.0;48.0;51.0;54.0;57.0;60.0;63.0;66.0;69.0;72.0;75.0;78.0;81.0;84.0
306,Korle Bu,Darkuman,Mo-Sa 05:00-10:00,,Korle Bu;New Station;Total;Korle-Bu Barber;Accra Royal;Mortuary;Ayigbe Town;Happy Days;Laskia;Kateco;First Light;Accra Academy;Mataheko Quarters;Goil;Dansoman Junction;Darkuman Junction;Kokompe;Masalatsi;Quarters;Darkuman,,54.0,10,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0;27.0;30.0;33.0;36.0;39.0;42.0;45.0;48.0;51.0;54.0;57.0
116,Tema,Achimota,Mo-Sa 05:00-10:00,,Tema;Tetteh Quarshie / Roundabout;Dzorwulu Junction;CP;Achimota Police Station;Achimota Police Station Curve;Six Pillars;Achimota New Station,,97.0,10,0.0;12.0;24.0;36.0;48.0;60.0;72.0;84.0
116,Achimota,Tema,Mo-Sa 05:00-10:00,,Achimota New Station;Airport Junction;18 Junction;Abattoir;Tema Motorway Total;Community 9;Community 8;Community 4;Site 7;Site 10;Site 20;Tema;Tema Community One Market,,78.0,10,0.0;6.0;12.0;18.0;24.0;30.0;36.0;42.0;48.0;54.0;60.0;66.0;72.0
337,Ashaiman,Abeka Lapaz,Mo-Sa 05:00-10:00,,Ashaiman;Ashaiman Traffic Junction;Ashaiman Overhead;Manet;Tetteh Quarshie / Roundabout;Dzorwulu Junction;CP;Abofu;Achimota Overhead;Akweteyman;Fly Top;Lapaz Market;Bambolino;Nii Boi Town Junction;Abeka Lapaz,,37.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0
337,Abeka Lapaz,Ashaiman,Mo-Sa 05:00-10:00,,Abeka Lapaz;18 Junction;Abattoir;Under Bridge;Ashaiman Overhead;Washing Bay;Ashaiman Traffic Junction;Ashaiman Police Station;Ashaiman Last Stop;Ashaiman,,35.0,10,0.0;4.0;8.0;12.0;16.0;20.0;24.0;28.0;32.0;36.0
64,Kasoa,Abossey-Okai,Mo-Sa 05:00-10:00,,Kasoa;Amanfrom;Washing Bay;Galelia Market;Galelia;Brigade;Tuba;Broadcasting;Mile Eleven;Ayigbe Town;Bortianor;Shoprite;SCC;Weija Barrier;Modex;Tetegu;McCarthy;Mallam Junction;Mallam Market;Sakaman;Busia Junction;Cold Store;Odorkor;Darkuman Junction;Dansoman Junction;Atico;Mataheko Quarters;Accra Academy;First Light;Kaneshie First Bridge;Abossey-Okai,,46.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0;29.0;30.0
64,Abossey-Okai,Kasoa,Mo-Sa 05:00-10:00,,Abossey-Okai;First Light;Accra Academy;Mataheko Quarters;Goil;Dansoman Junction;Darkuman junction;Glory Land junction;Waterworks junction;Odorkor (Main Bus stop);Mallam Market;Mallam Junction;McCarthy Junction;Benjy's;Jayeemens;Mendskrom;Tetegu;Modex;Weija Barrier;Block Factory;SCC;Shoprite;Bortianor;Ayigbe Town;Mile Eleven;Broadcasting;Tuba;Chinese;Kalabule;Brigade;Galelia;Galelia Market;Washing Bay;Iron City;Amanfrom;Pink FM;Second;Kasoa,,45.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0;29.0;30.0;31.0;32.0;33.0;34.0;35.0;36.0;37.0
373,Dzorwulu,Accra New Tema Station,Mo-Sa 05:00-10:00,,Dzorwolu;Special Ice;Last Chance;Vulcanizer;Sea Theatre;Fidelity;Dzorwulu Junction;Ebony;Asore Junction;Pig Farm Station;Kotobabi Down;Top Class;Club 1000;Abavana;Kotobabi Police Station;Taxi Rank;Nkansah Gyan;Five five;Master Chef;Agbadinar;Accra New Town (37 Station);Newtown Total;Lapaz Station;College;New Town;Nima Junction;Mallam Atta;Asantewaa;School Junction;Pro credit;Express;Quarters;City Lights;Circle;Vodafone;Commercial Bank;PTC;Dance Bar;Adabraka;Adabraka Market;Roxy Cinema;Kingsway;Railways;Kingsway;Accra New Tema Station,,120.0,5.0,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0;27.0;30.0;33.0;36.0;39.0;42.0;45.0;48.0;51.0;54.0;57.0;60.0;63.0;66.0;69.0;72.0;75.0;78.0;81.0;84.0;87.0;90.0;93.0;96.0;99.0;102.0;105.0;108.0;111.0;114.0;117.0;120.0;123.0;126.0;129.0;132.0
